"time","summary","icon","sunriseTime","sunsetTime","precipIntensity","precipProbability","precipType","precipAccumulation","temperature","temperatureMin","temperatureMinTime","temperatureMax","temperatureMaxTime","humidity"
"2013-06-16 23:00:00","Heavy rain in the evening.","rain","2013-06-17 04:08:12","2013-06-17 19:24:50","0","0","","","","63.12","1371513600","84.35","1371495600","0.69"
"2013-06-17 23:00:00","Rain starting in the afternoon.","rain","2013-06-18 04:08:18","2013-06-18 19:25:09","0","0","","","","58.91","1371596400","69.48","1371571200","0.83"
"2013-06-18 23:00:00","Partly cloudy throughout the day.","partly-cloudy-day","2013-06-19 04:08:25","2013-06-19 19:25:26","0","0","","","","58.5","1371636000","69.05","1371686400","0.69"
"2013-06-19 23:00:00","Partly cloudy starting in the afternoon.","partly-cloudy-day","2013-06-20 04:08:35","2013-06-20 19:25:40","0","0","","","","60","1371722400","75.9","1371772800","0.64"
"2013-06-20 23:00:00","Partly cloudy throughout the day.","partly-cloudy-day","2013-06-21 04:08:47","2013-06-21 19:25:53","0","0","","","","61.48","1371808800","83.54","1371841200","0.64"
"2013-06-21 23:00:00","Partly cloudy until afternoon.","partly-cloudy-day","2013-06-22 04:09:00","2013-06-22 19:26:04","0","0","","","","66.46","1371895200","83.87","1371931200","0.58"
"2013-06-22 23:00:00","Partly cloudy until afternoon.","partly-cloudy-day","2013-06-23 04:09:16","2013-06-23 19:26:12","0","0","","","","67.49","1371981600","89.16","1372017600","0.62"
"2013-06-23 23:00:00","Light rain in the evening.","rain","2013-06-24 04:09:33","2013-06-24 19:26:19","0","0","","","","72.58","1372068000","93.78","1372104000","0.67"
"2013-06-24 23:00:00","Partly cloudy until afternoon.","partly-cloudy-day","2013-06-25 04:09:53","2013-06-25 19:26:23","0","0","","","","72.14","1372132800","91.87","1372190400","0.61"
"2013-06-25 23:00:00","Clear throughout the day.","clear-day","2013-06-26 04:10:14","2013-06-26 19:26:26","","","rain","","","69.61","1372222800","","","0.79"
"2013-06-25 23:00:00","Clear throughout the day.","clear-day","2013-06-26 04:10:14","2013-06-26 19:26:26","","","","","","","","","",""





"2013-07-02 23:00:00","Mostly cloudy in the evening.","partly-cloudy-day","2013-07-03 04:13:32","2013-07-03 19:25:43","","","rain","","","","","","",""
"2013-07-03 23:00:00","Partly cloudy in the morning.","partly-cloudy-day","2013-07-04 04:14:07","2013-07-04 19:25:29","0","0","","","","71.71","1372924800","94.82","1372960800","0.77"
"2013-07-04 23:00:00","Partly cloudy overnight.","partly-cloudy-night","2013-07-05 04:14:43","2013-07-05 19:25:12","0","0","","","","73.5","1373014800","96.11","1373050800","0.72"
"2013-07-05 23:00:00","Mostly cloudy throughout the day.","partly-cloudy-day","2013-07-06 04:15:21","2013-07-06 19:24:54","0.002","0.84","rain","","","74.21","1373101200","95.37","1373130000","0.71"
"2013-07-06 23:00:00","Light rain starting in the afternoon, continuing until evening.","rain","2013-07-07 04:16:01","2013-07-07 19:24:33","0.004","0.87","rain","","","71.86","1373184000","94.7","1373220000","0.7"
"2013-07-07 23:00:00","Rain throughout the day.","rain","2013-07-08 04:16:41","2013-07-08 19:24:10","0.013","0.88","rain","","","69.32","1373338800","82.8","1373299200","0.85"
"2013-07-08 23:00:00","Drizzle starting in the afternoon, continuing until evening.","rain","2013-07-09 04:17:24","2013-07-09 19:23:45","0.005","0.87","rain","","","67.15","1373356800","80.67","1373396400","0.88"
"2013-07-09 23:00:00","Drizzle in the evening.","rain","2013-07-10 04:18:07","2013-07-10 19:23:18","0.003","0.95","rain","","","72.54","1373443200","84.82","1373490000","0.87"
"2013-07-10 23:00:00","Light rain throughout the day.","rain","2013-07-11 04:18:52","2013-07-11 19:22:49","0.01","0.88","rain","","","73.03","1373598000","81.7","1373569200","0.84"
"2013-07-11 23:00:00","Mostly cloudy throughout the day.","partly-cloudy-day","2013-07-12 04:19:38","2013-07-12 19:22:18","0.001","0.99","rain","","","67.35","1373684400","74.31","1373655600","0.76"
"2013-07-12 23:00:00","Drizzle in the morning and in the evening.","rain","2013-07-13 04:20:25","2013-07-13 19:21:45","0.003","0.98","rain","","","66.56","1373702400","77.21","1373742000","0.8"
"2013-07-13 23:00:00","Partly cloudy throughout the day.","partly-cloudy-day","2013-07-14 04:21:14","2013-07-14 19:21:10","0.003","0.98","rain","","","70.44","1373781600","86.36","1373824800","0.79"
"2013-07-14 23:00:00","Partly cloudy throughout the day.","partly-cloudy-day","2013-07-15 04:22:03","2013-07-15 19:20:32","0.001","1","rain","","","75.38","1373871600","89.69","1373914800","0.68"
"2013-07-15 23:00:00","Partly cloudy in the evening.","partly-cloudy-day","2013-07-16 04:22:54","2013-07-16 19:19:53","0.001","0.75","rain","","","75.06","1373968800","90.52","1373994000","0.63"
"2013-07-16 23:00:00","Light rain starting in the afternoon, continuing until evening.","rain","2013-07-17 04:23:45","2013-07-17 19:19:12","0.002","0.62","rain","","","73.53","1374051600","92.11","1374084000","0.66"
